SampleID,longitude,latitude,Easting,Northing,class,classnum,subclass,type,Source
Supplemental628,-106.965899,38.92037717,329571.6117,4309778.074,DrySubalpShale,6,,Community,Supplemental
Supplemental629,-106.965323,38.9201693,329621.0533,4309753.927,DrySubalpShale,6,,Community,Supplemental
Supplemental630,-106.966763,38.92093246,329498.0328,4309841.318,DrySubalpShale,6,,Community,Supplemental
Supplemental631,-106.967245,38.92134912,329457.2418,4309888.462,DrySubalpShale,6,,Community,Supplemental
Supplemental632,-106.967232,38.9223129,329460.6771,4309995.401,DrySubalpShale,6,,Community,Supplemental
Supplemental633,-106.96726,38.92260771,329458.9557,4310028.172,DrySubalpShale,6,,Community,Supplemental
Supplemental634,-106.965853,38.92231542,329580.2386,4309993.102,DrySubalpShale,6,,Community,Supplemental
Supplemental635,-106.967742,38.92203492,329415.7956,4309965.504,DrySubalpShale,6,,Community,Supplemental
Supplemental636,-106.966892,38.91961446,329483.6927,4309695.283,DrySubalpShale,6,,Community,Supplemental
Supplemental637,-106.968821,38.92199081,329322.1432,4309962.628,DrySubalpShale,6,,Community,Supplemental
Supplemental638,-106.964443,38.92098189,329699.2925,4309842.467,DrySubalpShale,6,,Community,Supplemental
Supplemental662,-106.885399,38.89966133,336503.3567,4307331.565,DrySubalpShale,6,,Community,Supplemental
Supplemental663,-106.884928,38.90020226,336545.4444,4307390.754,DrySubalpShale,6,,Community,Supplemental
Supplemental664,-106.885501,38.89939515,336493.9002,4307302.207,DrySubalpShale,6,,Community,Supplemental
Supplemental665,-106.884884,38.89958858,336547.8527,4307322.568,DrySubalpShale,6,,Community,Supplemental
Supplemental666,-106.884667,38.89966034,336566.8364,4307330.143,DrySubalpShale,6,,Community,Supplemental
Supplemental667,-106.885906,38.8985993,336456.9506,4307214.608,DrySubalpShale,6,,Community,Supplemental
Supplemental668,-106.88578,38.89897253,336468.7344,4307255.804,DrySubalpShale,6,,Community,Supplemental
Supplemental669,-106.885711,38.89928936,336475.4454,4307290.843,DrySubalpShale,6,,Community,Supplemental
Supplemental670,-106.884599,38.90035691,336574.331,4307407.328,DrySubalpShale,6,,Community,Supplemental
Supplemental671,-106.885148,38.90006644,336526.0537,4307376.075,DrySubalpShale,6,,Community,Supplemental
Supplemental672,-106.885463,38.89980962,336498.1466,4307348.137,DrySubalpShale,6,,Community,Supplemental
Supplemental673,-106.885517,38.89915171,336491.9541,4307275.218,DrySubalpShale,6,,Community,Supplemental
Supplemental862,-107.067284,38.96659642,320897.9022,4315102.176,DrySubalpShale,6,,Community,Supplemental
Supplemental863,-107.067531,38.96687161,320877.1944,4315133.204,DrySubalpShale,6,,Community,Supplemental
Supplemental864,-107.067655,38.9666908,320865.9949,4315113.381,DrySubalpShale,6,,Community,Supplemental
Supplemental865,-107.06891,38.96674621,320757.3961,4315122,DrySubalpShale,6,,Community,Supplemental
Supplemental866,-107.069207,38.96601872,320729.8282,4315041.844,DrySubalpShale,6,,Community,Supplemental
Supplemental867,-107.069512,38.96657245,320704.798,4315103.9,DrySubalpShale,6,,Community,Supplemental
Supplemental868,-107.069626,38.96674903,320695.3659,4315123.723,DrySubalpShale,6,,Community,Supplemental
Supplemental869,-107.069836,38.96679966,320677.2984,4315129.755,DrySubalpShale,6,,Community,Supplemental
Supplemental870,-107.069227,38.96566891,320727.2132,4315003.059,DrySubalpShale,6,,Community,Supplemental
Supplemental871,-107.069519,38.96581127,320702.2717,4315019.434,DrySubalpShale,6,,Community,Supplemental
Supplemental872,-107.068804,38.96447272,320760.8485,4314869.466,DrySubalpShale,6,,Community,Supplemental
Supplemental873,-107.069524,38.96462302,320698.8417,4314887.565,DrySubalpShale,6,,Community,Supplemental
Supplemental874,-107.070473,38.9650799,320617.7667,4314940.141,DrySubalpShale,6,,Community,Supplemental
Supplemental875,-107.070814,38.96519809,320588.5186,4314953.93,DrySubalpShale,6,,Community,Supplemental
Supplemental876,-107.070892,38.96342612,320577.2883,4314757.421,DrySubalpShale,6,,Community,Supplemental
Supplemental877,-107.069858,38.96344447,320666.9289,4314757.42,DrySubalpShale,6,,Community,Supplemental
Supplemental878,-107.065858,38.96373282,321014.2477,4314781.554,DrySubalpShale,6,,Community,Supplemental
Supplemental879,-107.065895,38.96399619,321011.7048,4314810.857,DrySubalpShale,6,,Community,Supplemental
Supplemental880,-107.065391,38.96444776,321056.5117,4314859.984,DrySubalpShale,6,,Community,Supplemental
Supplemental881,-107.065227,38.96462928,321071.1787,4314879.808,DrySubalpShale,6,,Community,Supplemental
Supplemental882,-107.066253,38.96636618,320986.6527,4315074.595,DrySubalpShale,6,,Community,Supplemental
Supplemental883,-107.066497,38.96656376,320966.009,4315097.004,DrySubalpShale,6,,Community,Supplemental
Supplemental884,-107.066886,38.96797024,320935.8472,4315253.868,DrySubalpShale,6,,Community,Supplemental
Supplemental885,-107.068242,38.96841992,320819.4932,4315306.443,DrySubalpShale,6,,Community,Supplemental
Supplemental886,-107.069233,38.96828586,320733.2927,4315293.515,DrySubalpShale,6,,Community,Supplemental
Supplemental887,-107.06783,38.96791469,320853.9165,4315249.559,DrySubalpShale,6,,Community,Supplemental
Supplemental888,-107.068258,38.96794592,320816.9121,4315253.867,DrySubalpShale,6,,Community,Supplemental
Supplemental889,-107.071148,38.96537078,320560.0146,4314973.754,DrySubalpShale,6,,Community,Supplemental
Supplemental890,-107.071561,38.96589152,320525.5445,4315032.363,DrySubalpShale,6,,Community,Supplemental
Supplemental891,-107.071798,38.96617464,320505.7244,4315064.252,DrySubalpShale,6,,Community,Supplemental
Supplemental892,-107.070331,38.96566485,320631.5463,4315004.782,DrySubalpShale,6,,Community,Supplemental
Supplemental893,-107.070004,38.96573277,320660.0507,4315011.677,DrySubalpShale,6,,Community,Supplemental
Supplemental894,-107.069699,38.96514023,320684.983,4314945.312,DrySubalpShale,6,,Community,Supplemental
Supplemental895,-107.067764,38.96496487,320852.2015,4314922.042,DrySubalpShale,6,,Community,Supplemental
Supplemental896,-107.067262,38.96583576,320897.892,4315017.71,DrySubalpShale,6,,Community,Supplemental
Supplemental897,-107.066689,38.96597793,320947.8978,4315032.362,DrySubalpShale,6,,Community,Supplemental
Supplemental898,-107.071309,38.96375263,320541.9802,4314794.48,DrySubalpShale,6,,Community,Supplemental
Supplemental899,-107.069128,38.9650261,320734.1702,4314931.521,DrySubalpShale,6,,Community,Supplemental
10,-106.9518889,38.92189155,330789.882,4309920.044,DrySubalpTill,7,,Community,MeadowPlot
13,-106.9524068,38.92166373,330744.4355,4309895.722,DrySubalpTill,7,,Community,MeadowPlot
14,-106.9526463,38.92177359,330723.9305,4309908.359,DrySubalpTill,7,,Community,MeadowPlot
19,-106.9528142,38.92151704,330708.7703,4309880.198,DrySubalpTill,7,,Community,MeadowPlot
47,-106.9508013,38.92094247,330881.9138,4309812.694,DrySubalpTill,7,,Community,MeadowPlot
48,-106.9509125,38.92076614,330871.8598,4309793.331,DrySubalpTill,7,,Community,MeadowPlot
51,-106.9511697,38.92070213,330849.4095,4309786.704,DrySubalpTill,7,,Community,MeadowPlot
54,-106.951181,38.92082951,330848.7275,4309800.862,DrySubalpTill,7,,Community,MeadowPlot
66,-106.9793339,38.9272399,328423.3453,4310564.929,DrySubalpTill,7,,Community,MeadowPlot
67,-106.9792396,38.92704301,328431.0505,4310542.9,DrySubalpTill,7,,Community,MeadowPlot
68,-106.9793621,38.92711521,328420.6065,4310551.143,DrySubalpTill,7,,Community,MeadowPlot
69,-106.9794125,38.92723762,328416.5303,4310564.824,DrySubalpTill,7,,Community,MeadowPlot
164,-107.012398,38.93742064,325581.923,4311757.595,DrySubalpTill,7,,Community,MeadowPlot
165,-107.0123528,38.93735743,325585.6833,4311750.494,DrySubalpTill,7,,Community,MeadowPlot
166,-107.0125208,38.93731489,325571.019,4311746.094,DrySubalpTill,7,,Community,MeadowPlot
169,-107.0117763,38.93747785,325635.9443,4311762.755,DrySubalpTill,7,,Community,MeadowPlot
172,-107.0119259,38.93737109,325622.717,4311751.193,DrySubalpTill,7,,Community,MeadowPlot
177,-107.0118874,38.93610558,325622.9583,4311610.667,DrySubalpTill,7,,Community,MeadowPlot
178,-107.0117501,38.93602748,325634.6613,4311601.737,DrySubalpTill,7,,Community,MeadowPlot
181,-107.011853,38.93468969,325622.467,4311453.46,DrySubalpTill,7,,Community,MeadowPlot
199,-107.0974869,38.85745436,318002.324,4303048.856,DrySubalpTill,7,,Community,MeadowPlot
200,-107.0973531,38.85750795,318014.0763,4303054.537,DrySubalpTill,7,,Community,MeadowPlot
201,-107.0971686,38.85756514,318030.2243,4303060.517,DrySubalpTill,7,,Community,MeadowPlot
202,-107.0971524,38.85765079,318031.8568,4303069.99,DrySubalpTill,7,,Community,MeadowPlot
207,-107.0921048,38.85690124,318467.968,4302976.751,DrySubalpTill,7,,Community,MeadowPlot
211,-107.0919502,38.85705083,318481.757,4302993.045,DrySubalpTill,7,,Community,MeadowPlot
212,-107.0918945,38.8571168,318486.7643,4303000.256,DrySubalpTill,7,,Community,MeadowPlot
213,-107.0918485,38.8571595,318490.8658,4303004.904,DrySubalpTill,7,,Community,MeadowPlot
215,-107.0916969,38.85732984,318504.4483,4303023.507,DrySubalpTill,7,,Community,MeadowPlot
217,-107.0917011,38.85765686,318504.9165,4303059.81,DrySubalpTill,7,,Community,MeadowPlot
218,-107.0915849,38.85776952,318515.2895,4303072.082,DrySubalpTill,7,,Community,MeadowPlot
Supplemental535,-106.986405,38.95634299,327880.7569,4313808.245,DrySubalpTill,7,,Community,Supplemental
Supplemental536,-106.98613,38.95625898,327904.384,4313798.401,DrySubalpTill,7,,Community,Supplemental
Supplemental537,-106.986111,38.95653128,327906.6894,4313828.587,DrySubalpTill,7,,Community,Supplemental
Supplemental538,-106.986833,38.95650124,327844.0513,4313826.617,DrySubalpTill,7,,Community,Supplemental
Supplemental539,-106.985862,38.95613939,327927.3185,4313784.622,DrySubalpTill,7,,Community,Supplemental
Supplemental542,-106.985446,38.95576215,327962.455,4313741.969,DrySubalpTill,7,,Community,Supplemental
Supplemental543,-106.984479,38.95572538,328046.163,4313736.062,DrySubalpTill,7,,Community,Supplemental
Supplemental544,-106.984398,38.95578589,328053.3285,4313742.625,DrySubalpTill,7,,Community,Supplemental
Supplemental545,-106.985249,38.9559133,327979.8919,4313758.372,DrySubalpTill,7,,Community,Supplemental
Supplemental546,-106.987213,38.95516742,327807.8927,4313679.302,DrySubalpTill,7,,Community,Supplemental
Supplemental547,-106.987336,38.95523628,327797.4006,4313687.177,DrySubalpTill,7,,Community,Supplemental
Supplemental548,-106.987232,38.95531491,327806.6033,4313695.707,DrySubalpTill,7,,Community,Supplemental
Supplemental549,-106.9885171,38.95534485,327695.3117,4313701.46,DrySubalpTill,7,,Community,Supplemental
Supplemental550,-106.9886478,38.95561055,327684.6273,4313731.196,DrySubalpTill,7,,Community,Supplemental
Supplemental551,-106.982999,38.95668177,328176.7256,4313839.413,DrySubalpTill,7,,Community,Supplemental
Supplemental552,-106.983077,38.95676322,328170.1632,4313848.6,DrySubalpTill,7,,Community,Supplemental
Supplemental553,-106.982906,38.95577283,328182.5886,4313738.36,DrySubalpTill,7,,Community,Supplemental
Supplemental554,-106.983283,38.95489728,328147.8035,4313641.899,DrySubalpTill,7,,Community,Supplemental
Supplemental555,-106.983311,38.95509783,328145.8617,4313664.21,DrySubalpTill,7,,Community,Supplemental
Supplemental556,-106.986994,38.95738833,327832.2472,4313925.374,DrySubalpTill,7,,Community,Supplemental
Supplemental557,-106.986489,38.95772213,327876.8158,4313961.467,DrySubalpTill,7,,Community,Supplemental
Supplemental558,-106.985731,38.95742758,327941.7871,4313927.344,DrySubalpTill,7,,Community,Supplemental
Supplemental559,-106.985612,38.95181863,327938.5303,4313304.614,DrySubalpTill,7,,Community,Supplemental
Supplemental560,-106.986784,38.9565139,327848.328,4313827.929,DrySubalpTill,7,,Community,Supplemental
Supplemental561,-106.98495,38.95225559,327996.9568,4313351.859,DrySubalpTill,7,,Community,Supplemental
Supplemental562,-106.985122,38.95108199,327979.213,4313221.933,DrySubalpTill,7,,Community,Supplemental
Supplemental563,-106.983535,38.94982006,328113.6969,4313078.883,DrySubalpTill,7,,Community,Supplemental
Supplemental564,-106.983213,38.94996743,328141.9587,4313094.631,DrySubalpTill,7,,Community,Supplemental
Supplemental565,-106.983178,38.9525104,328151.1356,4313376.795,DrySubalpTill,7,,Community,Supplemental
Supplemental566,-106.984604,38.95203682,328026.4126,4313326.926,DrySubalpTill,7,,Community,Supplemental
Supplemental567,-106.980152,38.94825158,328403.0973,4312898.429,DrySubalpTill,7,,Community,Supplemental
Supplemental568,-106.98249,38.94846612,328200.9908,4312926.646,DrySubalpTill,7,,Community,Supplemental
Supplemental569,-106.983668,38.9491556,328100.5649,4313005.389,DrySubalpTill,7,,Community,Supplemental
Supplemental570,-106.98291,38.9494168,328166.8877,4313032.948,DrySubalpTill,7,,Community,Supplemental
Supplemental571,-106.977146,38.94661236,328659.6666,4312710.844,DrySubalpTill,7,,Community,Supplemental
Supplemental572,-106.976899,38.94724752,328682.6031,4312780.872,DrySubalpTill,7,,Community,Supplemental
Supplemental573,-106.977021,38.94713831,328671.7667,4312768.981,DrySubalpTill,7,,Community,Supplemental
Supplemental574,-106.976989,38.94601264,328671.8292,4312643.989,DrySubalpTill,7,,Community,Supplemental
Supplemental575,-106.976801,38.94746108,328691.6107,4312804.389,DrySubalpTill,7,,Community,Supplemental
Supplemental576,-106.976854,38.9460697,328683.6669,4312650.068,DrySubalpTill,7,,Community,Supplemental
Supplemental577,-106.978376,38.94611056,328551.856,4312657.466,DrySubalpTill,7,,Community,Supplemental
Supplemental578,-106.977067,38.9472661,328668.0878,4312783.25,DrySubalpTill,7,,Community,Supplemental
Supplemental579,-106.895261,38.88591032,335616.3784,4305823.176,DrySubalpTill,7,,Community,Supplemental
Supplemental580,-106.8955141,38.88550333,335593.4858,4305778.464,DrySubalpTill,7,,Community,Supplemental
Supplemental581,-106.8957526,38.88505307,335571.7557,4305728.923,DrySubalpTill,7,,Community,Supplemental
Supplemental582,-106.893579,38.88528662,335760.8387,4305750.928,DrySubalpTill,7,,Community,Supplemental
Supplemental583,-106.8935148,38.88620727,335768.526,4305852.987,DrySubalpTill,7,,Community,Supplemental
Supplemental584,-106.895128,38.88641527,335629.0767,4305878.977,DrySubalpTill,7,,Community,Supplemental
Supplemental585,-106.897176,38.88525737,335448.7618,4305754.163,DrySubalpTill,7,,Community,Supplemental
Supplemental586,-106.893686,38.88508826,335751.1004,4305729.106,DrySubalpTill,7,,Community,Supplemental
Supplemental587,-106.894353,38.88810715,335700.2004,4306065.349,DrySubalpTill,7,,Community,Supplemental
Supplemental588,-106.892005,38.88705279,335901.4347,4305944.108,DrySubalpTill,7,,Community,Supplemental
Supplemental589,-106.8954324,38.88537896,335600.2821,4305764.514,DrySubalpTill,7,,Community,Supplemental
Supplemental590,-106.8947624,38.88577015,335659.3021,4305806.722,DrySubalpTill,7,,Community,Supplemental
Supplemental591,-106.893332,38.8857786,335783.3969,4305805.084,DrySubalpTill,7,,Community,Supplemental
Supplemental639,-106.961063,38.92167049,329993.9784,4309912.581,DrySubalpTill,7,,Community,Supplemental
Supplemental640,-106.96123,38.92211412,329980.5591,4309962.128,DrySubalpTill,7,,Community,Supplemental
Supplemental641,-106.961688,38.92244438,329941.6404,4309999.635,DrySubalpTill,7,,Community,Supplemental
Supplemental642,-106.9603615,38.92135955,330054.0507,4309876.763,DrySubalpTill,7,,Community,Supplemental
Supplemental643,-106.960085,38.92127803,330077.8325,4309867.2,DrySubalpTill,7,,Community,Supplemental
Supplemental644,-106.9608502,38.92166273,330012.4091,4309911.322,DrySubalpTill,7,,Community,Supplemental
Supplemental645,-106.96166,38.92280366,329944.926,4310039.457,DrySubalpTill,7,,Community,Supplemental
Supplemental646,-106.9595644,38.92178004,330124.1615,4309921.945,DrySubalpTill,7,,Community,Supplemental
Supplemental647,-106.9597853,38.9222664,330106.1735,4309976.334,DrySubalpTill,7,,Community,Supplemental
Supplemental648,-106.9596721,38.92224788,330115.9465,4309974.068,DrySubalpTill,7,,Community,Supplemental
Supplemental649,-106.958274,38.92163388,330235.6917,4309903.32,DrySubalpTill,7,,Community,Supplemental
Supplemental650,-106.95844,38.9226241,330223.6608,4310013.527,DrySubalpTill,7,,Community,Supplemental
Supplemental651,-106.958557,38.92278903,330213.9105,4310032.049,DrySubalpTill,7,,Community,Supplemental
Supplemental652,-106.959044,38.92303953,330172.2868,4310060.758,DrySubalpTill,7,,Community,Supplemental
Supplemental653,-106.95943,38.92345446,330139.8118,4310107.527,DrySubalpTill,7,,Community,Supplemental
Supplemental654,-106.960203,38.92360419,330073.1534,4310125.586,DrySubalpTill,7,,Community,Supplemental
Supplemental655,-106.961085,38.92344334,329996.3038,4310109.379,DrySubalpTill,7,,Community,Supplemental
Supplemental656,-106.9580531,38.92141617,330254.3268,4309878.746,DrySubalpTill,7,,Community,Supplemental
Supplemental657,-106.957925,38.92068067,330263.6749,4309796.879,DrySubalpTill,7,,Community,Supplemental
Supplemental658,-106.959423,38.92049225,330133.3524,4309778.758,DrySubalpTill,7,,Community,Supplemental
Supplemental660,-106.960735,38.92276913,330025.0379,4310033.9,DrySubalpTill,7,,Community,Supplemental
Supplemental661,-106.961688,38.92322459,329943.5038,4310086.226,DrySubalpTill,7,,Community,Supplemental
Supplemental674,-106.8863566,38.90465678,336431.7728,4307887.688,DrySubalpTill,7,,Community,Supplemental
Supplemental675,-106.8862618,38.9042974,336439.1723,4307847.633,DrySubalpTill,7,,Community,Supplemental
Supplemental676,-106.887407,38.90530318,336342.1729,4307961.311,DrySubalpTill,7,,Community,Supplemental
Supplemental677,-106.887153,38.90563669,336364.965,4307997.869,DrySubalpTill,7,,Community,Supplemental
Supplemental678,-106.8881746,38.90606464,336277.3591,4308047.197,DrySubalpTill,7,,Community,Supplemental
Supplemental679,-106.8888218,38.90577776,336220.5803,4308016.521,DrySubalpTill,7,,Community,Supplemental
Supplemental680,-106.8889049,38.90610696,336214.1281,4308053.206,DrySubalpTill,7,,Community,Supplemental
Supplemental681,-106.8887284,38.9061839,336229.6133,4308061.428,DrySubalpTill,7,,Community,Supplemental
Supplemental682,-106.8875041,38.90284176,336328.095,4307688.312,DrySubalpTill,7,,Community,Supplemental
Supplemental683,-106.887614,38.90322538,336319.4496,4307731.084,DrySubalpTill,7,,Community,Supplemental
Supplemental684,-106.8881934,38.90295035,336268.5728,4307701.601,DrySubalpTill,7,,Community,Supplemental
Supplemental685,-106.891533,38.90192439,335976.6007,4307593.739,DrySubalpTill,7,,Community,Supplemental
Supplemental686,-106.891951,38.90136561,335939.0648,4307532.476,DrySubalpTill,7,,Community,Supplemental
Supplemental687,-106.886097,38.90317867,336450.896,4307723.178,DrySubalpTill,7,,Community,Supplemental
Supplemental688,-106.886571,38.90386546,336411.3676,4307800.25,DrySubalpTill,7,,Community,Supplemental
Supplemental689,-106.8874424,38.90564726,336339.8896,4307999.561,DrySubalpTill,7,,Community,Supplemental
Supplemental690,-106.8876112,38.9036283,336320.6201,4307775.796,DrySubalpTill,7,,Community,Supplemental
Supplemental691,-106.889664,38.90361956,336142.5807,4307778.512,DrySubalpTill,7,,Community,Supplemental
Supplemental692,-106.886351,38.90201715,336426.203,4307594.726,DrySubalpTill,7,,Community,Supplemental
Supplemental693,-106.890878,38.90430325,336038.8769,4307856.572,DrySubalpTill,7,,Community,Supplemental
Supplemental190,-106.980617,38.87804814,328193.5485,4305107.878,EmergentWetland,8,,Community,Supplemental
Supplemental191,-106.9817355,38.87841645,328097.4065,4305150.861,EmergentWetland,8,,Community,Supplemental
Supplemental192,-106.9816424,38.87811323,328104.7481,4305117.033,EmergentWetland,8,,Community,Supplemental
Supplemental193,-106.981582,38.87740317,328108.279,4305038.115,EmergentWetland,8,,Community,Supplemental
Supplemental194,-106.981146,38.87671214,328144.4378,4304960.601,EmergentWetland,8,,Community,Supplemental
Supplemental195,-106.981922,38.87678433,328077.2915,4304970.075,EmergentWetland,8,,Community,Supplemental
Supplemental196,-106.982351,38.8764744,328039.3273,4304936.486,EmergentWetland,8,,Community,Supplemental
Supplemental197,-106.982812,38.87771599,328002.3283,4305075.15,EmergentWetland,8,,Community,Supplemental
Supplemental198,-106.9793974,38.87812954,328299.5484,4305114.616,EmergentWetland,8,,Community,Supplemental
Supplemental199,-106.983574,38.87725295,327935.1064,4305025.198,EmergentWetland,8,,Community,Supplemental
Supplemental200,-106.984084,38.877415,327891.2537,4305044.144,EmergentWetland,8,,Community,Supplemental
Supplemental201,-106.984936,38.87769541,327818.0179,4305076.872,EmergentWetland,8,,Community,Supplemental
Supplemental202,-106.9882319,38.87663732,327529.5361,4304965.667,EmergentWetland,8,,Community,Supplemental
Supplemental203,-106.988159,38.87680601,327536.265,4304984.251,EmergentWetland,8,,Community,Supplemental
Supplemental204,-106.9876098,38.87710986,327584.6495,4305016.935,EmergentWetland,8,,Community,Supplemental
Supplemental205,-106.9875748,38.87665139,327586.5721,4304965.987,EmergentWetland,8,,Community,Supplemental
Supplemental206,-106.9873974,38.87638302,327601.3118,4304935.867,EmergentWetland,8,,Community,Supplemental
Supplemental207,-106.9882571,38.87648386,327526.9726,4304948.684,EmergentWetland,8,,Community,Supplemental
Supplemental208,-106.9892304,38.87601977,327441.4186,4304899.018,EmergentWetland,8,,Community,Supplemental
Supplemental209,-106.983992,38.88014823,327905.8306,4305347.313,EmergentWetland,8,,Community,Supplemental
Supplemental210,-106.984154,38.88028516,327892.1078,4305362.815,EmergentWetland,8,,Community,Supplemental
Supplemental211,-106.9834912,38.88003811,327949.0113,4305334.147,EmergentWetland,8,,Community,Supplemental
Supplemental212,-106.983462,38.88038228,327952.3721,4305372.289,EmergentWetland,8,,Community,Supplemental
Supplemental213,-106.9840557,38.88106945,327902.5238,4305449.673,EmergentWetland,8,,Community,Supplemental
Supplemental214,-106.983724,38.8812179,327931.6603,4305465.523,EmergentWetland,8,,Community,Supplemental
Supplemental215,-106.985356,38.88031322,327787.9037,4305368.198,EmergentWetland,8,,Community,Supplemental
Supplemental216,-106.979923,38.87699869,328251.2267,4304990.1,EmergentWetland,8,,Community,Supplemental
Supplemental217,-106.979615,38.87664692,328277.0995,4304950.48,EmergentWetland,8,,Community,Supplemental
Supplemental218,-106.978961,38.87703828,328334.7779,4304992.684,EmergentWetland,8,,Community,Supplemental
Supplemental219,-106.978542,38.87804647,328373.5534,4305103.787,EmergentWetland,8,,Community,Supplemental
Supplemental220,-106.979643,38.87836926,328278.8174,4305141.683,EmergentWetland,8,,Community,Supplemental
Supplemental221,-106.979938,38.87860484,328253.7932,4305168.384,EmergentWetland,8,,Community,Supplemental
Supplemental222,-106.980898,38.87744,328167.7062,4305040.914,EmergentWetland,8,,Community,Supplemental
Supplemental223,-106.996829,38.88092783,326794.129,4305458.128,EmergentWetland,8,,Community,Supplemental
Supplemental224,-106.996543,38.88105353,326819.2442,4305471.535,EmergentWetland,8,,Community,Supplemental
Supplemental225,-106.996203,38.88119184,326849.0743,4305486.24,EmergentWetland,8,,Community,Supplemental
Supplemental226,-106.996102,38.88044146,326856.0139,4305402.769,EmergentWetland,8,,Community,Supplemental
Supplemental227,-106.995507,38.88054516,326907.881,4305413.149,EmergentWetland,8,,Community,Supplemental
Supplemental228,-106.995117,38.87998287,326940.3484,4305350.004,EmergentWetland,8,,Community,Supplemental
Supplemental229,-106.976318,38.94459409,328726.5689,4312485.291,EmergentWetland,8,,Community,Supplemental
Supplemental230,-106.975807,38.94486394,328771.5068,4312514.28,EmergentWetland,8,,Community,Supplemental
Supplemental231,-106.975098,38.94439481,328831.8271,4312460.881,EmergentWetland,8,,Community,Supplemental
Supplemental232,-106.974507,38.94465226,328883.6685,4312488.344,EmergentWetland,8,,Community,Supplemental
Supplemental233,-106.974554,38.94410848,328878.2872,4312428.082,EmergentWetland,8,,Community,Supplemental
Supplemental234,-106.973857,38.94470449,328940.1296,4312492.92,EmergentWetland,8,,Community,Supplemental
Supplemental235,-106.976676,38.94320651,328692.2002,4312331.965,EmergentWetland,8,,Community,Supplemental
Supplemental236,-106.990618,38.95419587,327510.468,4313577.918,EmergentWetland,8,,Community,Supplemental
Supplemental237,-106.991096,38.95490902,327470.7751,4313657.971,EmergentWetland,8,,Community,Supplemental
Supplemental238,-106.992932,38.95642638,327315.3557,4313829.854,EmergentWetland,8,,Community,Supplemental
Supplemental239,-106.992895,38.95664521,327319.0933,4313854.07,EmergentWetland,8,,Community,Supplemental
Supplemental240,-107.04366,39.01144275,323056.5321,4320033.28,EmergentWetland,8,,Community,Supplemental
Supplemental241,-107.043781,39.01130137,323045.7024,4320017.824,EmergentWetland,8,,Community,Supplemental
Supplemental242,-107.04403,39.01121798,323023.9336,4320009.053,EmergentWetland,8,,Community,Supplemental
Supplemental243,-107.019933,39.00024429,325083.4449,4318744.531,EmergentWetland,8,,Community,Supplemental
Supplemental244,-107.019935,39.00040245,325083.6613,4318762.088,EmergentWetland,8,,Community,Supplemental
Supplemental245,-107.019805,39.00050483,325095.1718,4318773.201,EmergentWetland,8,,Community,Supplemental
Supplemental246,-107.019953,39.00001969,325081.1595,4318719.642,EmergentWetland,8,,Community,Supplemental
Supplemental247,-107.020095,39.00023949,325069.4034,4318744.31,EmergentWetland,8,,Community,Supplemental
Supplemental248,-107.019948,38.99995369,325081.43,4318712.307,EmergentWetland,8,,Community,Supplemental
Supplemental249,-107.01943,39.00013487,325126.7366,4318731.42,EmergentWetland,8,,Community,Supplemental
Supplemental250,-107.019335,39.00022462,325135.1849,4318741.199,EmergentWetland,8,,Community,Supplemental
Supplemental251,-107.005887,38.98342692,326258.734,4316851.146,EmergentWetland,8,,Community,Supplemental
Supplemental252,-107.005985,38.98334204,326250.0374,4316841.913,EmergentWetland,8,,Community,Supplemental
Supplemental253,-107.005564,38.98310946,326285.9371,4316815.296,EmergentWetland,8,,Community,Supplemental
Supplemental254,-107.006268,38.98315609,326225.0682,4316821.815,EmergentWetland,8,,Community,Supplemental
Supplemental255,-107.004548,38.98172477,326370.5629,4316659.678,EmergentWetland,8,,Community,Supplemental
Supplemental256,-107.004214,38.98051698,326396.5448,4316524.994,EmergentWetland,8,,Community,Supplemental
Supplemental257,-107.004761,38.98132168,326351.1266,4316615.347,EmergentWetland,8,,Community,Supplemental
Supplemental258,-107.004126,38.9805185,326404.1717,4316524.995,EmergentWetland,8,,Community,Supplemental
Supplemental259,-107.003317,38.98072574,326474.7587,4316546.453,EmergentWetland,8,,Community,Supplemental
Supplemental260,-107.004387,38.98123144,326383.3041,4316604.619,EmergentWetland,8,,Community,Supplemental
Supplemental261,-107.004463,38.98159903,326377.6188,4316645.561,EmergentWetland,8,,Community,Supplemental
Supplemental262,-107.004001,38.98049774,326414.9493,4316522.453,EmergentWetland,8,,Community,Supplemental
Supplemental1,-106.951605,38.86204038,330672.3821,4303277.068,IrrigLawnPasture,9,,Community,Supplemental
Supplemental10,-106.94692,38.85944035,331072.7472,4302979.83,IrrigLawnPasture,9,,Community,Supplemental
Supplemental100,-106.901576,38.87766796,335049.5448,4304919.821,IrrigLawnPasture,9,,Community,Supplemental
Supplemental1000,-106.980526,38.86854005,328178.5413,4304052.471,IrrigLawnPasture,9,,Community,Supplemental
Supplemental1001,-106.980142,38.86891912,328212.771,4304093.819,IrrigLawnPasture,9,,Community,Supplemental
Supplemental1002,-106.980472,38.86720488,328180.011,4303904.189,IrrigLawnPasture,9,,Community,Supplemental
Supplemental1003,-106.979766,38.86721686,328241.2956,4303904.189,IrrigLawnPasture,9,,Community,Supplemental
Supplemental1004,-106.982049,38.87132766,328053.1204,4304364.717,IrrigLawnPasture,9,,Community,Supplemental
